Business_ID,Business_Name,Business_Ratings,Category,City,Company_Address,Review_Counts,State,Zip,latitude,longitude,First_Review,Second_Review,Third_Review
nu-edge-realty-austin-10,Nu Edge Realty,5.0,apartments,Austin,3801 S Congress Ave,122,TX,78704,30.226017,-97.761842,I do not have enough words to thank Addis Casco! I was relocating to Austin after having resided in Brooklyn for 13yrs and was incredibly overwhelmed and...,"5 stars for Dina Rivera- She is professional, hardworking and dedicated.  Moving from out of town can be scary, Dina went above and beyond, determining my...",Yvette Caceres was an absolute lifesaver for my husband and me! We were moving from Houston to Austin and only knew the day before when we could come and...
spoleti-salon-austin,Spoleti Salon,5.0,hair,Austin,6501 S Congress Ave,85,TX,78745,30.195240000000002,-97.7774,"I got a Yelp account just to share how amazing my experience at Spoleti Salon was.
Not only did Kate get back to me RIDICULOUSLY fast (literally about 5...","This is the first review I've written for Yelp, and I think my experience at Spoleti was definitely worth the wait. I was in town from Houston on a work...","Marissa is AMAZING! My hair is medium-dark brown with a tendency towards reddish hues. I told her:balayage, blonde but not brassy, and a cut to frame the..."
south-austin-community-acupuncture-austin,South Austin Community Acupuncture,5.0,acupuncture,Austin,321 W Ben White Blvd,72,TX,78704,30.2238639792371,-97.76717351530779,I used them twice when I was visiting in October.  I definitely recommend them and will use them again when I visit again.  I found this place on Yelp....,"I appreciate the ease of getting acupuncture services here... I sign up for an appt online (usually there are same-day ones available), talk to the...","This place has been so wonderful. 
I called in because my father had  hurt himself very bad. They've helped him a lot with his pain management and getting..."
black-orchid-salon-austin,Black Orchid Salon,5.0,hair,Austin,3801 S Congress Ave,166,TX,78704,30.225978700000002,-97.7614939,"My experience at this salon was phenomenal! My stylist was Kate and she did an amazing job! 

I have naturally curly hair that can be difficult to style and...","Easy appointment
Good location
Relaxed stylist
Good vibe salon
Convenient parking
Super cute cut by Kate
Cut compatible w my wash and go life
Reasonable...",I was feeling a little bored with my hair and I had passed by this place after getting a massage and figured it was time to make a change. I decide to cut...
austin-luxury-realty-austin-2,Austin Luxury Realty,5.0,apartments,Austin,2512 S Interstate 35 Frontage Rd,71,TX,78704,30.230149190945102,-97.74431034899901,I worked with the lovely Amora Thurston to find my perfect new condo and all I can really say is this: she is perfection.  I told her what I was looking for...,I worked with Amora Thurston recently on the sale of a house. I will start off by saying real estate transactions are annoying. It feels like realtors in...,"Glenda was such a huge help being the feet on the ground for me during my house hunt. I moved here from
Illinois and she took time to FaceTime me from..."
the-massage-studio-austin,The Massage Studio,5.0,massage,Austin,3801 S Congress Ave,180,TX,78704,30.226007,-97.7618449,"The cutest and best massage studio in Austin, and trust me, I've tried just about every single one. I love the waiting room and the vibe overall (every...","I had a great massage from Jonathan and I have already referred your business to two friends. I enjoyed and appreciated the energy and vibe, as well as the...","Nancy is the real deal. When I first went to the Massage Studio, Nancy helped me work through back issues. She knows anatomy and recommended exercises that..."
vapor-logic-austin,Vapor Logic,5.0,vapeshops,Austin,3801 S Congress Ave,68,TX,78704,30.226020000000002,-97.76184,A vape shop with some class. So many in Austin but Vapor Logic is the best. I live close to UT but I'm happy to make the drive for the great customer...,"On the quest to quit smoking, I decided to get back into the vape game. I dropped in on a Sunday and Andrew took great care in getting me setup with my...","Excellent service, excellent selection and knowledgeable people who can help a novice like me know where to start! I will come back!"
capital-city-collision-austin,Capital City Collision,5.0,bodyshops,Austin,111 Woodward St,171,TX,78704,30.229032516479503,-97.7597885131836,Brought my truck in again since someone rear ended me in traffic.  They were at fault so their insurance paid for it.  Brought my truck in on a Friday and...,"I came down for one of the UT football games from Dallas, and I hit some sort of building material rock while driving 70 miles per hour on 35.  Long story...",I had great experience at Capital City Collision. My car has scratch on the surface. It has been taken care very carefully. The service is very quick and...
max-electrical-services-austin,Max Electrical Services,5.0,electricians,Austin,6503 Brushy Ridge Cv,45,TX,78744,30.1820654130811,-97.75061740075479,"These guys were great:

Responded quickly on Yelp to provide an estimate and schedule a time for them to come install some WiFi dimmer switches. 

Did a...","This company is awesome! They came in, didn't screw around, figured out the issue, didn't waste my time nor my money and fix the problem within a half an...","Darrin and his team have been wonderful to work with in my new condo. They have added outlets, light fixtures, ceiling fans, doorbells, etc. 

Darrin has a..."
discount-body-shop-austin,Discount Body Shop,5.0,bodyshops,Austin,3600 Chapman Ln,42,TX,78744,30.212645000000002,-97.7290071,"I'm so glad I found this place on Yelp!

It's right down the street from me which is super convenient since I'll totally be back anytime I need body work...",Wow..  they did a terrific job in our car. We are very satisfied with the results. We had a small repair and they gave us a reasonable price and  our car...,"Discount Body Shop did a great job repairing my Mazda 5.  They were friendly, professional and gave me a discount to help cover my insurance deductible.  So..."
atx-autosport-llc-austin,"ATX Autosport, LLC",5.0,autorepair,Austin,4201 S Congress Ave,35,TX,78745,30.2202338339783,-97.7636242023773,"Ok, so I bought a 2008 Porsche 911 a few weeks ago without a PPI (Pre Purchase Inspection).  But man it was sweet and the price was almost too good to be...","Jason & team are the best. 

My 987 Cayman was having a bunch of little issues. They knocked them out & explained the details to me without the...",I have been using ATX Autosport since they opened in Austin.  Jason and his team have been maintaining my Porsche for the street and track.  They handle...
soco-mobile-auto-detailing-austin,Soco Mobile Auto Detailing,5.0,carwash,Austin,204 B Clearday Dr,55,TX,78745,30.192324086659898,-97.78127745257922,Rafael did a terrific job on our Lexus SC430. Did all the work in our driveway. All he needed was one electric outlet. Left no mess at all. Very thorough....,"1. Did an awful job communicating. Did not call back for a week 
2. Referred us to another great company(AWFUL!!!!)
3. No call/no show. Took a day off work...","This was an amazing experience! Due to circumstances beyond our control, we had not been able to do a really good cleaning on our car for almost 4, yep, 4..."
the-dent-repair-shop-austin,The Dent Repair Shop,5.0,autorepair,Austin,4201 S Congress Ave,52,TX,78745,30.220591964072398,-97.7641367912292,I liked these guys back in 2014 and I like them even more in 2017. I went in because Hurricane Harvey winds caused some damage to my brand new Silverado and...,I brought my white 2014 Mercedes-Benz C250 in for a credit card sized ding on the body line in the front passenger door. I also needed buffer aberrations...,"I would give Charlie 6 stars if possible. Professional, courteous and friendly, he literally saved me hundreds of dollars and got me in and out of his shop..."
capital-v-connection-austin,Capital V-Connection,5.0,autorepair,Austin,4201 S Congress Ave,60,TX,78745,30.22079,-97.76456999999999,Super solid mechanic.  Robert was really nice and they took care of my precious Volvo.  I wouldn't really trust it anywhere else.  They seem honest enough...,I had a good experience here. Took a recent used V70 buy into them to have it looked at. They did a good job identifying issues to keep an eye on and fixed...,"Robert and his team literally brought my XC90 back from the dead!  

They pretty much know all there is to know about my car and have always been forthright..."
freedom-solar-power-austin,Freedom Solar Power,5.0,solarinstallation,Austin,4111 Todd Ln,62,TX,78744,30.2102551512898,-97.73776850926208,I'm in the industry on the utility-scale solar side and was pretty thorough in my search for a company to install a 6.8 kW system on my roof in Austin....,"While I would give these guys 5 stars from a sales process and installation, now two years into it and have finally realized how misleading they and Austin...",Such a disheartening experience.  I will just say that once you make the mistake of adding solar panels to your roof you are in for some shocking news...
smart-air-service-austin,Smart Air Service,4.5,hvac,Austin,3903 Warehouse Row,96,TX,78704,30.2231897,-97.75616529999999,Matt (service technician - whom I have worked with TWICE now) AND Jessica (in the front office and for billing) are just terrific. I have found them to be...,"I see that SmartAir has written a lengthy response, and honestly I've only briefly skimmed it. To clarify the few points that stood out:

1. At no point...","Imagine a date night on the horizon (which for parents of two daughters means shipping them off to my mom's, with us staying home and making dinner..."
shade-shop-window-tint-austin,Shade Shop Window Tint,5.0,stereo_installation,Austin,4202 Santiago St,49,TX,78745,30.215048,-97.755678,"Super team.
On the ball, they make it happen.
All in 1-hour flat to a 4-door sedan.
Awesome job and price.
Truly worth the visit.",We recently used these guys for our enclosed porch and couldn't have been happier with their service and quality of workmanship.  Saul was incredibly...,Saul and the team are amazing. I got greeted at the door and informed about all the different types of films they offered. Being a car guy and finding out...
walk-atx-pet-care-austin,Walk! ATX Pet Care,5.0,dogwalkers,Austin,"Austin, TX 78745",48,TX,78745,30.201965332031303,-97.7831802368164,I can't say enough wonderful things about Britton and his team. They have far exceeded any expectations I had for a dog walking company and I would give...,"We hired the Walk! ATX Pet Care team to take care of our fur baby, Chewy, when we moved to Austin a year ago. It's been amazing to have such a caring,...","These folks saved my life! I had an accident that made it impossible for me to walk, much less walk my dog, for MONTHS.  Enter the Walk!ATX team, who unlike..."
austin-granite-direct-austin-2,Austin Granite Direct,5.0,buildingsupplies,Austin,6600 Burleson Rd,86,TX,78744,30.20355,-97.71152,After two failed attempts to purchase a Silestone countertop - one company tried to overcharge us and the other would sell us Silestone but not install it -...,"I worked with Jose to put neolith on the shower walls of my tub and am very pleased with how it turned out. 

I am almost finished remodeling my entire...",They did a really great job replacing my countertops in the kitchen and master bath as well as the kitchen backsplash. Several problems came up and Trent...
the-sound-gallery-austin,The Sound Gallery,5.0,vinyl_records,Austin,4930 S Congress,41,TX,78745,30.212909000000003,-97.771361,"I went in not knowing what to expect and walked out with a vintage, refurbished cassette deck that had new belts and works perfectly. This is a very...","I went for the coffee and the experience with some friends recently. The stereo/music equipment was killer to look at. If you go, and you should, definitely...",I cannot say enough great things about this place and especially the people!  My 15 year old son has developed a love of vinyl.  He had worked all summer...
austin-dogtown-boarding-and-daycare-austin,Austin Dogtown Boarding & Daycare,4.5,pet_sitting,Austin,537 Woodward St,69,TX,78704,30.226129531860398,-97.7536239624023,Me and my dogs love Austin Dogtown! I took my little one for socialization with people and ever since she's been much more comfortable and confident around...,I do not want to leave my dog here anymore after trusting them for a couple of years now. Becca's demeanor has become very brash both to me and to the dogs...,"My German shepherd pup loved it here! I was so worried that she would be nervous and anxious around other dogs, but Becca and her staff did an amazing job..."
computer-medic-austin,Computer Medic,4.5,itservices,Austin,111 Ramble Ln,76,TX,78745,30.2089932,-97.7736196,"Computer Medic is a great local company with a great owner.
My MacBook was facing the ever popular issue where upon start up appeared a flashing folder with...","I found Computer Medic on Google and gave them a try. They were quick, responsive and reasonably priced. They were also friendly, professional and patient....",Another home run by Scott. I have a theoretically strong PC that's been anemic for quite some time. I've never had time to back up all my data properly and...
the-austin-winery-austin,The Austin Winery,4.5,wineries,Austin,440 E St Elmo Rd,69,TX,78745,30.216411800000003,-97.7619718,"Love, love, love the vibe at this winery! When we walked in we were greeted very warmly and also by the pup who was my favorite of all of the wonderful...","Visited The Austin Winery this last Saturday and had a wonderful time. Was part of a larger group celebrating a joyous occasion, and this venue definitely...","Several bumps but I still loved the venue!

Great wine! Great venue and great friends!
My wife and I had our 10 year anniversary here and we enjoyed every..."
red-agave-lawn-landscape-austin-2,Red Agave Lawn + Landscape,5.0,landscaping,Austin,"Austin, TX 78741",23,TX,78741,30.23413,-97.72238,Jensen has done an outstanding job for me in building us a new patio and walk way.  From the Free design and consultation to working with me on price points...,By far the best experience with my new home to date. I had Red Agave put a path in on the side of my house and the entire project from mapping it out to...,Jensen is the BEST! Hands down went above and beyond my needs to xeriscape my backyard. They knocked it out in two days and kept me up to date on the whole...
orange-salon-austin,Orange Salon,4.5,waxing,Austin,4706 S Congress Ave,95,TX,78745,30.214925399999995,-97.7692787,I love this salon!!  I got a great cut and learned how to manage and hydrate my curly hair!  One of the two things i have been worried about coming to...,"Great Curly Cut from Heather!  Super hard to get a hold of either via text or phone call, but maybe that was just my experience - I think the salon was in...","RUBEN ROSALES is an excellent stylist. A BLONDE expert and gives the most reasonable, competitive prices you'll find. And he knows how to stretch your..."
café-crème-austin,Café Crème,4.5,coffee,Austin,1834 E Oltorf St,299,TX,78741,30.23187,-97.73568,"This place is awesome

Super chill vibe, amazing coffee, friendly staff. I may or may not be addicted to their kolaches... all their pastries are...","I like this place.  Great coffee, great food.  And the crowd is nice.  Very diverse.

What I love:  Staff is on top of things, the food is great, and it...","I am new to Austin, and I trusted all you great Yelpers for a good brunch spot for my first Saturday here. Café Crème was a treat! 

We tried out two..."
motorangutan-austin-2,Motorangutan,5.0,motorcycledealers,Austin,3924 Woodbury Dr,39,TX,78704,30.2228186,-97.7611284,"I swear by Wes and his team. Jesse, Kim, and Paul have been nothing but pleasant and friendly. The prices are darn near unbeatable. 

I have made many...","Not going to say anything that hasn't been said before: if you need a bike or gear, this is the first place you should go to. 

I bought an R3 here, and the...",I'm looking for gear because I'm about to buy my first bike. The staff were super friendly and gave me more than enough advice on gear and even my bike....
albertos-appliances-austin,Alberto's Appliances,4.5,homeappliancerepair,Austin,4118 Todd Ln,74,TX,78744,30.210579,-97.73951,A little hard to find but worth the search. I bought a refurbished washer/dryer set for a great price and they were able to deliver to my house the next...,"Excellent communications, excellent delivery! Fixed a small connection problem in a jiffy! Best service ever! Awesome appliances at a more than fair price....",I needed a stacked washer and dryer unit for my apartment. I called to see if they had them and they did and I went in to look at the inventory. I found a...
summermoon-coffee-bar-austin-7,Summermoon Coffee Bar,4.0,coffee,Austin,3115 S 1st St,751,TX,78704,30.23323,-97.76485,"I AM OBSESSED WITH SUMMERMOON COFFEE. Whenever I am visiting Austin, it is a MUST for me. So happy I finally got to visit their first, original location! I...","Man oh man I use to stop at Summer moon on South First all the time before work! I still probably would, I just quit my job lol!

I would get a 1/4 moon...",I have mixed feelings about this place.   I love they have other options to get to drink other then coffee.   It's down the street from my salon (they...
leroy-and-lewis-barbecue-austin,Leroy and Lewis Barbecue,4.5,foodtrucks,Austin,121 Pickle Rd,40,TX,78704,30.227404999999997,-97.76267299999999,"This place is amazing.

I was expecting great barbecue, but Leroy and Lewis is much more than that.  There is so much thought, creativity and spot-on...","Highly fatty, highly delicious. This little trailer has some dang good meat and some amazing sandwiches. I love the fluffy bread roll on the brisket...","Brisket was great, brioche as the bread is a major upgrade. Prices pushing the upper end of the BBQ scene for sure ...  brisket sandwich melts in your..."
bulwark-exterminating-austin,Bulwark Exterminating,4.0,pest_control,Austin,209 E Ben White Blvd,270,TX,78704,30.22056,-97.76173,"We just bought a place and have spent the last couple of weeks painting etc. in preparation for our move.
Suddenly we start seeing scorpion's inside the...","My experience sounds like a lot of recent reviews.  I had been a Bulwark customer for over two years and they were great but not anymore.  

It started...","They were good once....but not any longer

After 11 years as a Bulwark customer, they started missing appointments.  Usually, they will text as to when the..."
st-elmo-brewing-company-austin,St Elmo Brewing Company,4.5,breweries,Austin,440 E St Elmo Rd,64,TX,78745,30.2174492910035,-97.76104779496771,"Great for live music, beer, and the thai food truck! Parking is plentiful, but on a Friday night, seating outside to enjoy the band can be hard to...",I took out of town guests to Saint Elmo brewing yesterday and we cashed out in actual cash yet my guests internatonal card was still charged a $25 fee. No...,"Some really good beer here, that changes fairly often, depending on what they're brewing at the time.
Great patio and a great food truck if you're hungry..."
tacos-las-amazonas-austin,Tacos Las Amazonas,5.0,foodtrucks,Austin,4809 S Congress Ave,19,TX,78745,30.212224491493398,-97.77024149894709,"My favorite place! These tacos are legit, and the salsas are awesome. 100% recommended. So glad and happy to see that they now are open Thursdays.","Suuuuuper nice people (they even threw in a free extra taco when they found out we were first timers!) and they're open LATE all the time, which is...","No manches, guey. These are the best tacos I've had out of a truck in Texas, maybe the US. This is real Mexican food, and tastes just like it does in..."
spokesman-austin,Spokesman,5.0,coffeeroasteries,Austin,440 East Saint Elmo Rd,33,TX,78745,30.2164715,-97.7618791,"A weird spot, but I can't help but like it.

I was staying at the La Quinta about a 10-15 minute walk away, and this popped up as the best place to get a...",We were in the area just up the street at St. Elmo Brewing and really wanted a latte so we walked over to Spokesman. It's a beautiful space with a lot of...,"I like this place! Coming into this place, I thought it was a two-level facility, but it's just an one-floor warehouse space with high ceilings. The  art on..."
cazamance-austin-2,Cazamance,4.5,foodstands,Austin,5604 S Congress Ave,141,TX,78745,30.204335908383698,-97.77545954588021,"The nicest people ever and super flavorful food. Try the vegan curry over rice or fresh spinach with extra hot sauce. YUM! 

They moved to a cute new spot...",I've  been a huge fan of Cazamance for a while now!  I first discovered the food trailer on Rainey Street at a bar on a date with my husband when we were...,Scramble egg with brisket is such a delicacy that nobody should miss. Coconut is also a fun idea for drink. Lamb there tastes pretty good too.
amanzi-party-rentals-austin,Amanzi Party Rentals,4.0,partysupplies,Austin,113 Industrial Blvd,31,TX,78745,30.220057300000004,-97.7652298,"The first company that I contacted, never responded to either an online request OR a phone call! These guys came through at the last minute. They were...","If you're looking for the short version: the bounce house arrived on time, it was taken down on time, it looked like the picture, it seemed clean and the...",Always spot on!  Have used them at least 10 times now for large outdoor crawfish boil and birthdays!  Never disappointed!
central-texas-food-bank-austin,Central Texas Food Bank,4.5,foodbanks,Austin,6500 Metropolis Dr,22,TX,78744,30.202888,-97.71023520000001,"You have got to see this beautiful structure off of Metropolis! Yes, I am talking about the food bank! I've been here twice now and the second time I got a...",The Central Texas Food Bank recently moved to their new location on Metropolis and it is amazing! It makes volunteering with them all the more fun and...,I'm a family member here I absolute love this place the people who work here are amazing and they work their butts off! Anyone can volunteer which is...
austin-pet-stylist-austin,Austin Pet Stylist,5.0,groomer,Austin,500 W William Cannon,81,TX,78745,30.19728,-97.78574499999999,"Twig visited Jade agaIn August 29, 2017 after a run in with a skunk the night before. I bathed and bathed and bathed him finally getting rid of most of the...","They did a great job on my little pooch! Friendly staff, and he seemed happy and not at all stressed when I picked him up! I wish the fur cut were a little...",Jade does a fantastic job.  We've been taking our dog to her for over two years.  He's always happy to see her -- which is not something that's normal for...
summermoon-coffee-bar-buda-2,Summermoon Coffee Bar,4.5,coffee,Buda,316 N Main St,164,TX,78610,30.0830722394601,-97.8424657195064,"I love this small town, the people in it, and this cozy coffee shop. I came with my son this morning for some much needed caffeine. I learned this morning...",I came with a friend while I was visiting the Austin area and was pretty excited to try a new iced coffee. I had the Wintermoon which completely changed my...,"First and foremost, the staff there is beyond amazing! Always happy, remembers who you are and makes you feel like a million bucks. Kudos to them..."
woodcare-custom-services-austin,WoodCare Custom Services,5.0,pressurewashers,Austin,"Austin, TX 78747",24,TX,78747,30.1257667541504,-97.7469711303711,"Extremely professional. Prompt, concise communication and excellent follow through. And believe it or not, my entire job was arranged and completed via...","I am not just a happy customer, they made me feel like family!  Hector called me back within a few hours of my original request for a quote and came out...","Clayton did a phenomenal job on my tired, sad looking fence. He worked quickly, was communicative, did a stellar job, and the cost of the two projects..."
sanchezs-tree-service-austin-2,Sanchez's Tree Service,5.0,treeservices,Austin,"Austin, TX 78747",39,TX,78747,30.1403293609619,-97.7881698608398,"Arturo is awesome!  My oak had died from oak wilt and I wanted it removed before it potentially spread to other trees.  

I requested a quote on Yelp and I...",Came out in a timely manner and then did an awesome job trimming the trees in my yard. Just really happy with the service from this company.,"Had some very large palms and needed them cleaned and cut . He responded quickly and came out to give a quote same day .
The quote was great and he showed..."
bun-n-kabab-austin-2,Bun n' kabab,5.0,foodtrucks,Austin,603 W Live Oak St,45,TX,78704,30.244371414184602,-97.75823974609379,"Since moving to the US 20 yrs ago from Karachi, Pakistan - I've been looking in every city for a legit kabab roll to no avail. Anything I've ordered in...","Wow. Go. Try. Their. Food. Now.

I've been meaning to try this place out and finally did. 
*sidenote- check their hours! Austin food trucks have interesting...","My husband just surprised me with bringing home  Bihari kababs for dinner. Just the right amount of spice, please keep it as is!!! Delicious!"
thirsty-planet-austin,Thirsty Planet,4.5,breweries,Austin,8201 S Congress Ave,65,TX,78745,30.17623,-97.78372,"Best beer on the ""Planet""

Sad to see original tasting room move. However we are super excited for new location!

When available go for the...","Just get the Thirsty Goat. It is a crowd favorite. We stopped in on a recent Pub Crawl and the place was hopping. Since they don't sell food, your pup is...","Came in on a gorgeous spring Saturday afternoon and enjoyed my free...yes free...beer tasting here. Now, the ""free"" tasting is 3 tastes of anything they..."
central-texas-party-bus-austin,Central Texas Party Bus,5.0,partybusrentals,Austin,10505 South Ih 35,25,TX,78747,30.1510134313308,-97.7897639274597,Central Texas Party Bus is the best in the business.  Rhonda was a class act from start to finish.  She was so attentive to us.  She went above and beyond...,"First of all... Let me say that this is the first time I have ever written a review. 
If I can just put a 10 stars rating here, I would :) 


Best and one...",Awesome! Rhonda was so helpful in getting the right bus for our party and making sure we had it at the right time. Chris was our driver and I can't say...
benjamin-fry-insurance-austin-4,Benjamin-Fry Insurance,5.0,lifeinsurance,Austin,11111 S Interstate 35,27,TX,78747,30.1404844,-97.7950507,This is absolutely the most helpful and professional insurance agency we have ever dealt with.  I called Candice with a very complicated insurance question....,I cannot say enough positive things about Phyllis. My realtor recommended her to me for home insurance but I was so impressed with her service that I used...,"When I moved to Austin a couple years back, State Farm was charging me an exorbitant amount for insuring a new car. I spent a couple weeks online,..."
cloud-counter-vapor-austin,Cloud Counter Vapor,5.0,vapeshops,Austin,10001 S Ih 35,26,TX,78747,30.156511300000002,-97.7895413,"Simply the best team and product selection that you will find in Austin.  Save yourself the time, stop into the store, and let these guys fill you in on the...",I shop here exclusively for all my vape needs. The staff is honest and extremely helpful. There loyalty program will also save you some $$$!,"Just went to see these guys for batteries. Justin and Danny are really cool and know their product (WOW, someone who knows the Volcano brand!!!) I..."
mark-strüb-strüb-residential-austin-3,Mark Strüb - Strüb Residential,5.0,realestateagents,Austin,1107 W 42nd St,181,TX,78756,30.3104552126345,-97.7414397789764,"Ashley Jamieson with Strüb Residential is absolutely amazing!

My husband and I started our new home journey by interviewing another well-reviewed realtor...","We found Mark on NextDoor when it was time to sell our house in Crestview recently, and we're so happy we did! He was a fantastic partner: really...",I was lucky to work with Mark and his team on a complex sale and purchase and they made the process as easy and comfortable as possible. Mark used his...
monkey-wrench-bicycles-austin,Monkey Wrench Bicycles,5.0,bikes,Austin,5555 N Lamar,78,TX,78751,30.3224429376358,-97.7254628748688,"I wish I could give this place 10 stars! I have never had such a pleasant experience getting something fixed in my life! 

First off, though a bit hard to...","These guys are really great. I've been coming here for parts and service for a few years; they're always super friendly, knowledgeable and the prices are...","I'm a bike novice who wanted to start riding my bike to work. I took my bike (an Electra Townie I found on craigslist) to Joe and the guys at Monkey Wrench,..."
blush-austin,Blush,5.0,hairremoval,Austin,4406 Medical Pkwy,118,TX,78756,30.3142655,-97.7420908,"Angie is a gem! Not only is she fast and efficient, I have never had a wax be so painless! She's got an amazing personality but her professionalism is on...",I love Angie. I have been seeing her for about a year now for Brazilian wax and she makes this experience as comfortable and as painless as possible. She is...,Angie was so kind and comforting on my first brazillian wax. I was really nervous for my first wax but she assured me that it would be over in no time. I...
terrys-burnet-road-vehicle-inspections-austin-6,Terry's Burnet Road Vehicle Inspections,5.0,autorepair,Austin,5220 Jim Hogg Ave,78,TX,78756,30.32481,-97.73901,"I've been here several times over the years in getting my vehicles inspected.  It's become my go-to place for a few reasons.  

- I discovered them on Yelp,...","Takes a little bit of hunting to find it but well worth it. Even with two other cars in front of me, I was in and out of there in 20 minutes. Very nice and...","After being turned away by 3 different attempts at Jiffy Lube, I was beyond frustrated about trying to get a legally required state inspection.

Then I..."
central-park-pediatric-dentistry-austin,Central Park Pediatric Dentistry,5.0,pediatric_dentists,Austin,1005 W 38th St,107,TX,78705,30.305084,-97.743752,We have been going to capital Park pediatric for two years it has never been anything but a positive and enjoyable experience my son no longer dreads going...,Staff is professional and very nice. Dr took his time explaining our options and didn't seemed rushed. I will continue to take my children!,We were recommended to Dr Johnson by our children's' pediatrician (Dr Wood- who is equally amazing!!) and we are so grateful for it! We moved to town about...
urban-mattress-central-austin-austin-3,Urban Mattress Central Austin,5.0,mattresses,Austin,4001 N Lamar,114,TX,78756,30.30779,-97.74124990000001,"I bought a king size mattress at Urban Mattress 2 years ago and I love it as much now as I did then.  

We dealt with Isaac at the Central Market store, and...","I had previously attended a yelp event at Urban Mattress and had blast. My husband was back into town and wanted to show him the same experience I had. 

We...","The store is clean and comfortable. They have beer on tap and coffee, too. Shannon was a great help! I called him around 4 pm, came in at 5 and he had a few..."
ethree-esthetics-austin-3,Ethree Esthetics,5.0,skincare,Austin,4107 Medical Pkwy,71,TX,78756,30.310508399999996,-97.7420982,"Erica is helpful and very knowledgeable. I enjoyed discussing skincare with her.  Her prices are reasonable . 
I would recommend her highly.","I can't believe it has taken me this long to post a yelp review because I've been going to Erica for years and she is AWESOME! I've had facials, waxing, and...","Erica is super kind and very welcoming. In an industry where everyone is supposedly an expert, I'd suggest you make this your new home. 
Erica è..."
dancers-shape-barre-fitness-austin,Dancers Shape - Barre Fitness,5.0,yoga,Austin,5350 Burnet Rd,93,TX,78756,30.32759,-97.74039,I went to Dancer's Shape for a year before moving out of town and I miss it SO MUCH. It's such a good workout and the instructors are tough but very...,"I have only tried one class here so far, but it kicked me a** for 3 days! I was super sore. This workout routine is no joke! The instructors here really...","Today was my first time trying out barre, and I did not leave disappointed.  I went in feeling completely intimidated and afraid that I was going to feel..."
maze-rooms-austin-austin-2,Maze Rooms Austin,5.0,escapegames,Austin,5555 N Lamar Blvd,102,TX,78751,30.322613358204197,-97.7264835658844,This is one of my favorite escape rooms I have visited. I have been enjoying escape games for about 2 years now. I travel a lot on business and try to visit...,Clap clap clap. By far the best escape room I've experienced. When I was first booking a room I felt a little hesitant because it was $30 a person (if you...,This was a blast!  Wasn't super excited about it when my son and daughter suggested it but it turned out awesome. Casey was amazing staying late for us and...
haute-house-lash-and-beauty-bar-austin,Haute House Lash & Beauty Bar,4.5,eyelashservice,Austin,4410 Medical Pkwy,98,TX,78756,30.314294099999998,-97.7420683,"Chelsea is a hair GENIUS! I followed Chelsea to Haute House from Urban Betty because she does the best, most amazing color work I've experienced. I have...","I followed Chelsea Knight-King from Urban Betty to her new chair at Haute House. She is an extremely talented stylist and has an incredible gift for hair,...",Obsessed with my lashes! I have been seeing Jennifer Sosa for 4+ months and she does an incredible job. The entire staff is always friendly and I throughly...
eyejoy-austin-2,EyeJoy,5.0,optometrists,Austin,5209 N Lamar Blvd,108,TX,78751,30.319719,-97.7298383,"Now i've purchased frames AND tried the optometrist, Dr. Park. 

She was great, very personable and calm.  She informed me of cataracts in both eyes that my...","All I saw (pun intended) was a beautiful office, supportive staff, and a doctor that genuinely cares. From the beginning, the gal in front called my...","Oh EyeJoy how I love thee, let me count the ways;
 - Great service during your optometrist exam/consultation from Dr. Park
 - great service from their front..."
bob-salon-austin,Bob Salon,5.0,hair,Austin,3703-A Jefferson,106,TX,78731,30.308269500732397,-97.7508544921875,"I cannot express the love I have for BOB Salon...Payton has turned my hair into Platinum Gold! She is so sweet, and she KNOWS what she is doing!! 10 stars!",Let me preface by saying that I have gone to the same guy for my hair for over 10 years. I moved to Austin over a year ago and have been putting off finding...,James was super friendly and skillful! He made my hair look great! Highly recommend him!
chuck-edwards-the-salon-austin-2,Chuck Edwards The Salon,4.5,hair,Austin,5035 Burnet Rd,203,TX,78756,30.322272899999998,-97.73909420000001,My boyfriend and I have been going here since we moved to Austin last October and this place is fantastic! We each have seen both Stephanie and Luis; you're...,"Chrissy did my hair in 2 hours. Other salons I've been to take up to 4 hours. She was fast, professional, and skilled with her technique. Totally recommended!!",A friend recommended Chrissy to me a few weeks ago - I couldn't pass up the deal she had going for a balayage and cut for $100. Its always a risk when you...
alans-vehicle-inspections-austin,Alan's Vehicle Inspections,4.5,auto,Austin,5253 N Lamar Blvd,182,TX,78751,30.3207988739014,-97.7291793823242,"Easy peasy vehicle inspections. Went in and got out within 10 mins with no appoint or anything on a Friday!

They have some benches outside if there is a...","Can't complain - they make it quick & easy to get your inspection done. Pretty sure it only took about 10-15 minutes for the whole process. Of course, there...","This was one of the most painless vehicle inspection experiences I've had! Normally I leave wanting to pull out my hair, but everything was quick and..."
kiss-n-makeup-austin,Kiss N' Makeup,5.0,makeupartists,Austin,4402-A Burnet Rd,43,TX,78756,30.31431,-97.74249,Karen is the best in the business and she trains anyone who works with her to be excellent as well.  She's being shaping my brows for 10+ years.,"I am disappointed in Kiss N' Makeup because they didn't return my call for an entire week, and when I called again, they told me my voicemail was full when...","I had to get professional head shots done for my job and so I needed to get my make up done professionally. Of course, I left it for the last minute but..."
