GO Highest Offense Desc,Highest NIBRS/UCR Offense Description,GO Report Date,GO Location,Clearance Date,GO Location Zip
BURGLARY OF VEHICLE           ,Theft: BOV,11/18/2014 12:00:00 AM,8826 HONEYSUCKLE TRL                                                                                ,11/19/2014 12:00:00 AM,78759.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/16/2014 12:00:00 AM,2612 S 3RD ST                                                                                       ,04/16/2014 12:00:00 AM,78704.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",05/27/2014 12:00:00 AM,11922 ROSETHORN DR                                                                                  ,06/05/2014 12:00:00 AM,78758.0
THEFT FROM PERSON             ,Theft: Pocket Picking,09/18/2014 12:00:00 AM,825 E RUNDBERG LN                                                                                   ,10/23/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,05/10/2014 12:00:00 AM,4501 E MARTIN LUTHER KING JR BLVD                                                                   ,06/05/2014 12:00:00 AM,78721.0
THEFT OF AUTO PARTS           ,Theft: Auto Parts,01/08/2014 12:00:00 AM,8405 BENT TREE RD                                                                                   ,01/14/2014 12:00:00 AM,78759.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/28/2014 12:00:00 AM,9300 S IH 35 SVRD SB                                                                                ,07/29/2014 12:00:00 AM,78748.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/27/2014 12:00:00 AM,501 E OLTORF ST                                                                                     ,12/02/2014 12:00:00 AM,78704.0
AGG ASSAULT FAM/DATE VIOLENCE ,Aggravated Assault,02/20/2014 12:00:00 AM,2008 GREENWOOD AVE                                                                                  ,03/18/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/12/2014 12:00:00 AM,100 W MONROE ST                                                                                     ,,78704.0
THEFT                         ,Theft: All Other Larceny,01/24/2014 12:00:00 AM,10810 N LAMAR BLVD                                                                                  ,02/21/2014 12:00:00 AM,78758.0
DEADLY CONDUCT FAM/DATE VIOL  ,Aggravated Assault,05/25/2014 12:00:00 AM,7617 CHASM LAKE LN                                                                                  ,05/27/2014 12:00:00 AM,78724.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/06/2014 12:00:00 AM,3211 FEATHERGRASS CT                                                                                ,10/30/2014 12:00:00 AM,78758.0
THEFT                         ,Theft: All Other Larceny,08/07/2014 12:00:00 AM,1801 E 4TH ST                                                                                       ,08/25/2014 12:00:00 AM,78702.0
RAPE OF A CHILD               ,Rape,02/13/2014 12:00:00 AM,,03/18/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,09/19/2014 12:00:00 AM,2118 VANDERBILT LN                                                                                  ,10/07/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/05/2014 12:00:00 AM,109 W ANDERSON LN SVRD EB                                                                           ,02/11/2014 12:00:00 AM,78752.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",04/17/2014 12:00:00 AM,2501 ANKEN DR                                                                                       ,05/05/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",12/31/2014 12:00:00 AM,9013 SOUTHWICK DR                                                                                   ,01/13/2015 12:00:00 AM,78724.0
AUTO THEFT                    ,Auto Theft,08/20/2014 12:00:00 AM,1430 FRONTIER VALLEY DR                                                                             ,09/26/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,01/19/2014 12:00:00 AM,6710 ARROYO SECO                                                                                    ,01/20/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,11/19/2014 12:00:00 AM,11200 LAKELINE MALL DR                                                                              ,11/20/2014 12:00:00 AM,78613.0
THEFT                         ,Theft: All Other Larceny,04/22/2014 12:00:00 AM,6500 SPRINGDALE RD                                                                                  ,05/06/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,11/21/2014 12:00:00 AM,2300 W NORTH LOOP BLVD                                                                              ,11/24/2014 12:00:00 AM,78756.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,11/29/2014 12:00:00 AM,8128 N IH 35 SVRD SB                                                                                ,12/09/2014 12:00:00 AM,78753.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,10/08/2014 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB                                                                        ,10/09/2014 12:00:00 AM,78704.0
THEFT FROM AUTO               ,Theft: BOV,11/14/2014 12:00:00 AM,1006 BANISTER LN                                                                                    ,11/19/2014 12:00:00 AM,78704.0
DEADLY CONDUCT                ,Aggravated Assault,01/05/2014 12:00:00 AM,9345 E US 290 HWY EB                                                                                ,01/10/2014 12:00:00 AM,78724.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/18/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 ,08/19/2014 12:00:00 AM,78741.0
THEFT                         ,Theft: All Other Larceny,12/25/2014 12:00:00 AM,9701 STONELAKE BLVD                                                                                 ,12/29/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,01/03/2014 12:00:00 AM,2401 S LAKESHORE BLVD                                                                               ,01/29/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/06/2014 12:00:00 AM,10516 ROBINWOOD CIR                                                                                 ,10/09/2014 12:00:00 AM,78758.0
THEFT FROM PERSON             ,Theft: Pocket Picking,02/02/2014 12:00:00 AM,4800 BLOCK CRAIGWOOD DR                                                                             ,02/25/2014 12:00:00 AM,78725.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,09/16/2014 12:00:00 AM,1701 BRIARCLIFF BLVD                                                                                ,09/26/2014 12:00:00 AM,78723.0
BURG NON RESIDENCE SHEDS      ,"Burglary / 
Breaking & Entering",06/16/2014 12:00:00 AM,9400 W PARMER LN                                                                                    ,06/19/2014 12:00:00 AM,78717.0
RAPE                          ,Rape,08/22/2014 12:00:00 AM,,09/01/2014 12:00:00 AM,78757.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/31/2014 12:00:00 AM,4601 E ST ELMO RD                                                                                   ,01/08/2015 12:00:00 AM,78744.0
THEFT                         ,Theft: All Other Larceny,06/11/2014 12:00:00 AM,10600 BROWNIE DR                                                                                    ,06/13/2014 12:00:00 AM,78753.0
AGG ASSAULT                   ,Aggravated Assault,11/27/2014 12:00:00 AM,206 W WILLIAM CANNON DR                                                                             ,12/01/2014 12:00:00 AM,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/31/2014 12:00:00 AM,102 E OLTORF ST                                                                                     ,02/05/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/07/2014 12:00:00 AM,135 W ST ELMO RD                                                                                    ,08/13/2014 12:00:00 AM,78745.0
THEFT OF METAL                ,Theft: All Other Larceny,02/11/2014 12:00:00 AM,7301 BURNET RD                                                                                      ,02/19/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,09/18/2014 12:00:00 AM,1604 WHELESS LN                                                                                     ,09/19/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/15/2014 12:00:00 AM,1007 S CONGRESS AVE                                                                                 ,10/16/2014 12:00:00 AM,78704.0
THEFT FROM BUILDING           ,Theft: from Building,03/31/2014 12:00:00 AM,209 E 6TH ST                                                                                        ,04/28/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,08/17/2014 12:00:00 AM,1515 WICKERSHAM LN                                                                                  ,08/22/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,06/16/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,06/23/2014 12:00:00 AM,78753.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/20/2014 12:00:00 AM,12320 DESSAU RD                                                                                     ,05/21/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/31/2014 12:00:00 AM,8312 N IH 35 SVRD SB                                                                                ,07/31/2014 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",10/27/2014 12:00:00 AM,6612 BRADLEY DR                                                                                     ,11/24/2014 12:00:00 AM,78723.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",07/23/2014 12:00:00 AM,9215 GREAT HILLS TRL                                                                                ,07/30/2014 12:00:00 AM,78759.0
THEFT                         ,Theft: All Other Larceny,01/22/2014 12:00:00 AM,3909 N IH 35 SVRD NB                                                                                ,03/04/2014 12:00:00 AM,78722.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/02/2014 12:00:00 AM,11614 NATRONA DR                                                                                    ,12/02/2014 12:00:00 AM,78759.0
AUTO THEFT                    ,Auto Theft,11/01/2014 12:00:00 AM,1034 CLAYTON LN                                                                                     ,11/03/2014 12:00:00 AM,78723.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/09/2014 12:00:00 AM,N MOPAC EXPY SVRD SB / NORTHLAND DR                                                                 ,07/30/2014 12:00:00 AM,78731.0
THEFT                         ,Theft: All Other Larceny,03/08/2014 12:00:00 AM,7212 PROVIDENCE AVE                                                                                 ,03/11/2014 12:00:00 AM,78752.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",11/10/2014 12:00:00 AM,12413 TURTLE ROCK RD                                                                                ,11/17/2014 12:00:00 AM,78729.0
THEFT                         ,Theft: All Other Larceny,08/09/2014 12:00:00 AM,4646 MUELLER BLVD                                                                                   ,08/22/2014 12:00:00 AM,78723.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,01/30/2014 12:00:00 AM,9220 N IH 35 SVRD SB                                                                                ,01/31/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,04/03/2014 12:00:00 AM,1100 W CESAR CHAVEZ ST                                                                              ,04/08/2014 12:00:00 AM,78703.0
AUTO THEFT                    ,Auto Theft,09/14/2014 12:00:00 AM,208 BARTON SPRINGS RD                                                                               ,09/15/2014 12:00:00 AM,78704.0
BURG NON RESIDENCE SHEDS      ,"Burglary / 
Breaking & Entering",10/21/2014 12:00:00 AM,3120 ESPERANZA XING                                                                                 ,10/28/2014 12:00:00 AM,78758.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,04/30/2014 12:00:00 AM,3000 BLOCK JORWOODS DR                                                                              ,05/04/2014 12:00:00 AM,78745.0
AGG ASSAULT                   ,Aggravated Assault,09/08/2014 12:00:00 AM,5102 STONE GATE DR                                                                                  ,09/22/2014 12:00:00 AM,78721.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/24/2014 12:00:00 AM,1706 E WILLIAM CANNON DR                                                                            ,06/02/2014 12:00:00 AM,78744.0
THEFT                         ,Theft: All Other Larceny,05/19/2014 12:00:00 AM,11426 N FM 620 RD                                                                                   ,06/20/2014 12:00:00 AM,78726.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/15/2014 12:00:00 AM,2205 MISSION HILL CIR                                                                               ,05/15/2014 12:00:00 AM,78741.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",01/06/2014 12:00:00 AM,1620 GARDEN ST                                                                                      ,01/29/2014 12:00:00 AM,78702.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,04/27/2014 12:00:00 AM,12707 N MOPAC EXPY NB                                                                               ,04/28/2014 12:00:00 AM,78727.0
THEFT                         ,Theft: All Other Larceny,01/31/2014 12:00:00 AM,8630 RESEARCH BLVD SB                                                                               ,03/18/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,02/09/2014 12:00:00 AM,2417 BLUE MEADOW DR                                                                                 ,02/17/2014 12:00:00 AM,78744.0
AUTO THEFT                    ,Auto Theft,08/06/2014 12:00:00 AM,1901 E BEN WHITE BLVD SVRD EB                                                                       ,08/07/2014 12:00:00 AM,78744.0
BURGLARY OF VEHICLE           ,Theft: BOV,04/22/2014 12:00:00 AM,3755 S CAPITAL OF TEXAS HWY NB                                                                      ,04/23/2014 12:00:00 AM,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/29/2014 12:00:00 AM,3300 N IH 35 SVRD SB                                                                                ,12/17/2014 12:00:00 AM,78705.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",01/10/2014 12:00:00 AM,1342 LAMAR SQUARE DR                                                                                ,01/29/2014 12:00:00 AM,78704.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",10/07/2014 12:00:00 AM,500 E 7TH ST                                                                                        ,,78701.0
BREACH OF COMPUTER SECURITY   ,Theft: All Other Larceny,06/09/2014 12:00:00 AM,4600 SPICEWOOD SPRINGS RD                                                                           ,06/19/2014 12:00:00 AM,78759.0
AUTO THEFT                    ,Auto Theft,03/17/2014 12:00:00 AM,10707 N IH 35 SVRD NB                                                                               ,03/21/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/16/2014 12:00:00 AM,3612 TUDOR BLVD                                                                                     ,12/16/2014 12:00:00 AM,78759.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,11/13/2014 12:00:00 AM,801 E WILLIAM CANNON DR                                                                             ,,78745.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,02/07/2014 12:00:00 AM,3311 ESPERANZA XING                                                                                 ,02/18/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/10/2014 12:00:00 AM,E 5TH ST / CHICON ST                                                                                ,08/11/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/19/2014 12:00:00 AM,907 SILCANTU DR                                                                                     ,05/21/2014 12:00:00 AM,78748.0
THEFT                         ,Theft: All Other Larceny,02/12/2014 12:00:00 AM,3904 SIDEHILL PATH                                                                                  ,02/27/2014 12:00:00 AM,78731.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,05/08/2014 12:00:00 AM,1201 BARBARA JORDAN BLVD                                                                            ,05/28/2014 12:00:00 AM,78723.0
THEFT FROM PERSON             ,Theft: Pocket Picking,03/24/2014 12:00:00 AM,1905 E 12TH ST                                                                                      ,03/27/2014 12:00:00 AM,78702.0
THEFT                         ,Theft: All Other Larceny,03/27/2014 12:00:00 AM,300 BLOCK E 6TH ST                                                                                  ,04/10/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/15/2014 12:00:00 AM,1722 WOODWARD ST                                                                                    ,10/15/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/24/2014 12:00:00 AM,2200 W 35TH ST                                                                                      ,07/01/2014 12:00:00 AM,78731.0
THEFT                         ,Theft: All Other Larceny,05/09/2014 12:00:00 AM,7216 NORTHEAST DR                                                                                   ,05/13/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,06/04/2014 12:00:00 AM,2310 S LAMAR BLVD                                                                                   ,06/06/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,09/15/2014 12:00:00 AM,702 W 25TH ST                                                                                       ,09/24/2014 12:00:00 AM,78705.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/13/2014 12:00:00 AM,1222 ALGARITA AVE                                                                                   ,06/14/2014 12:00:00 AM,78704.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,05/27/2014 12:00:00 AM,13203 SAXBY CT                                                                                      ,06/06/2014 12:00:00 AM,78729.0
THEFT                         ,Theft: All Other Larceny,09/08/2014 12:00:00 AM,10940 RESEARCH BLVD SVRD SB                                                                         ,09/29/2014 12:00:00 AM,78759.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,07/08/2014 12:00:00 AM,2213 LAWNMONT AVE                                                                                   ,07/16/2014 12:00:00 AM,78756.0
THEFT                         ,Theft: All Other Larceny,01/13/2014 12:00:00 AM,13401 POND SPRINGS RD                                                                               ,01/23/2014 12:00:00 AM,78729.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/15/2014 12:00:00 AM,2203 NUECES ST                                                                                      ,05/20/2014 12:00:00 AM,78705.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/24/2014 12:00:00 AM,10307 CARACARA DR                                                                                   ,02/25/2014 12:00:00 AM,78750.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,08/27/2014 12:00:00 AM,500 TRINITY ST                                                                                      ,08/28/2014 12:00:00 AM,78701.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/17/2014 12:00:00 AM,8100 N MOPAC EXPY NB                                                                                ,06/18/2014 12:00:00 AM,78757.0
THEFT                         ,Theft: All Other Larceny,06/15/2014 12:00:00 AM,2751 E SH 71 WB                                                                                     ,06/16/2014 12:00:00 AM,78617.0
AGG ASSAULT                   ,Aggravated Assault,08/02/2014 12:00:00 AM,E RIVERSIDE DR / PARKER LN                                                                          ,08/05/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/15/2014 12:00:00 AM,1510 W NORTH LOOP BLVD                                                                              ,03/27/2014 12:00:00 AM,78756.0
THEFT FROM PERSON             ,Theft: Pocket Picking,07/19/2014 12:00:00 AM,7408 PROVIDENCE AVE                                                                                 ,07/24/2014 12:00:00 AM,78752.0
THEFT                         ,Theft: All Other Larceny,01/17/2014 12:00:00 AM,3759 VALLEY VIEW RD                                                                                 ,01/17/2014 12:00:00 AM,78704.0
THEFT FROM AUTO               ,Theft: BOV,10/10/2014 12:00:00 AM,8708 S CONGRESS AVE                                                                                 ,11/18/2014 12:00:00 AM,78748.0
THEFT                         ,Theft: All Other Larceny,06/05/2014 12:00:00 AM,411 DELMAR AVE                                                                                      ,06/11/2014 12:00:00 AM,78752.0
RAPE                          ,Rape,06/25/2014 12:00:00 AM,,10/15/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/09/2014 12:00:00 AM,9 PALMA CIR                                                                                         ,07/09/2014 12:00:00 AM,78744.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/28/2014 12:00:00 AM,1500 S PLEASANT VALLEY RD                                                                           ,08/29/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/16/2014 12:00:00 AM,1101 RUTLAND DR                                                                                     ,06/01/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,02/09/2014 12:00:00 AM,900 TAULBEE LN                                                                                      ,02/11/2014 12:00:00 AM,78757.0
THEFT OF METAL                ,Theft: All Other Larceny,03/25/2014 12:00:00 AM,9101 WALL ST                                                                                        ,,78754.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",02/21/2014 12:00:00 AM,2900 OAK CREST AVE                                                                                  ,04/25/2014 12:00:00 AM,78704.0
THEFT                         ,Theft: All Other Larceny,03/14/2014 12:00:00 AM,5101 N LAMAR BLVD                                                                                   ,03/18/2014 12:00:00 AM,78751.0
THEFT                         ,Theft: All Other Larceny,10/01/2014 12:00:00 AM,205 CANEY ST                                                                                        ,10/09/2014 12:00:00 AM,78702.0
THEFT                         ,Theft: All Other Larceny,11/14/2014 12:00:00 AM,ROSEWOOD AVE / CHICON ST                                                                            ,11/21/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/12/2014 12:00:00 AM,6708 TULANE DR                                                                                      ,01/16/2014 12:00:00 AM,78723.0
BURGLARY NON RESIDENCE        ,"Burglary / 
Breaking & Entering",01/27/2014 12:00:00 AM,2501 W WILLIAM CANNON DR                                                                            ,02/18/2014 12:00:00 AM,78745.0
AUTO THEFT                    ,Auto Theft,09/22/2014 12:00:00 AM,2211 WEBBERVILLE RD                                                                                 ,09/23/2014 12:00:00 AM,78702.0
AGG ASLT STRANGLE/SUFFOCATE   ,Aggravated Assault,02/16/2014 12:00:00 AM,11700 METRIC BLVD                                                                                   ,02/24/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/03/2014 12:00:00 AM,1800 E 5TH ST                                                                                       ,08/04/2014 12:00:00 AM,78702.0
THEFT                         ,Theft: All Other Larceny,05/19/2014 12:00:00 AM,11426 N FM 620 RD                                                                                   ,06/20/2014 12:00:00 AM,78726.0
AUTO THEFT                    ,Auto Theft,07/02/2014 12:00:00 AM,822 KEN ST                                                                                          ,07/04/2014 12:00:00 AM,78758.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/24/2014 12:00:00 AM,8405 LORALINDA DR                                                                                   ,11/02/2014 12:00:00 AM,78753.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",05/09/2014 12:00:00 AM,11913 LARCH VALLEY DR                                                                               ,05/22/2014 12:00:00 AM,78754.0
BURGLARY OF VEHICLE           ,Theft: BOV,03/13/2014 12:00:00 AM,E 3RD ST / SAN MARCOS ST                                                                            ,03/19/2014 12:00:00 AM,78702.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/23/2014 12:00:00 AM,12820 SAINT THOMAS DR                                                                               ,06/23/2014 12:00:00 AM,78617.0
BURGLARY OF VEHICLE           ,Theft: BOV,07/09/2014 12:00:00 AM,N MOPAC EXPY SVRD SB / NORTHLAND DR                                                                 ,07/30/2014 12:00:00 AM,78731.0
THEFT                         ,Theft: All Other Larceny,11/06/2014 12:00:00 AM,3700 THOMPSON ST                                                                                    ,12/15/2014 12:00:00 AM,78702.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,10/06/2014 12:00:00 AM,3001 ESPERANZA XING                                                                                 ,11/24/2014 12:00:00 AM,78758.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",03/26/2014 12:00:00 AM,1703 WOODLAWN BLVD                                                                                  ,06/05/2014 12:00:00 AM,78703.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/07/2014 12:00:00 AM,1401 S PLEASANT VALLEY RD                                                                           ,08/08/2014 12:00:00 AM,78741.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/24/2014 12:00:00 AM,1800 E 51ST ST                                                                                      ,07/01/2014 12:00:00 AM,78723.0
THEFT                         ,Theft: All Other Larceny,06/12/2014 12:00:00 AM,300 E 11TH ST                                                                                       ,07/14/2014 12:00:00 AM,78701.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,10/08/2014 12:00:00 AM,1500 CROSSING PL                                                                                    ,10/09/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/16/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,,78753.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,12/26/2014 12:00:00 AM,1000 E 41ST ST                                                                                      ,01/13/2015 12:00:00 AM,78751.0
BURGLARY OF VEHICLE           ,Theft: BOV,12/30/2014 12:00:00 AM,3703 ETON LN                                                                                        ,01/09/2015 12:00:00 AM,78727.0
THEFT                         ,Theft: All Other Larceny,04/26/2014 12:00:00 AM,9507 SHERMAN RD                                                                                     ,05/01/2014 12:00:00 AM,78742.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/17/2014 12:00:00 AM,1030 NORWOOD PARK BLVD                                                                              ,03/17/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/07/2014 12:00:00 AM,10114 JOLLYVILLE RD                                                                                 ,01/15/2014 12:00:00 AM,78759.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",08/06/2014 12:00:00 AM,2901 PARKER LN                                                                                      ,08/15/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,01/27/2014 12:00:00 AM,2508 E RIVERSIDE DR                                                                                 ,01/27/2014 12:00:00 AM,78741.0
ROBBERY BY ASSAULT            ,Robbery,04/17/2014 12:00:00 AM,4800 SARA DR                                                                                        ,04/20/2014 12:00:00 AM,78721.0
BURGLARY OF VEHICLE           ,Theft: BOV,06/26/2014 12:00:00 AM,3225 AMY DONOVAN PLZ                                                                                ,07/01/2014 12:00:00 AM,78758.0
AGG ROBBERY/DEADLY WEAPON     ,Robbery,03/19/2014 12:00:00 AM,9300 BLOCK N LAMAR BLVD                                                                             ,05/20/2014 12:00:00 AM,78758.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/10/2014 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB                                                                        ,,78704.0
BURGLARY OF VEHICLE           ,Theft: BOV,01/10/2014 12:00:00 AM,2104 E ANDERSON LN WB                                                                               ,01/13/2014 12:00:00 AM,78754.0
BURGLARY OF RESIDENCE         ,"Burglary / 
Breaking & Entering",01/21/2014 12:00:00 AM,11611 PRAIRIE HEN LN                                                                                ,02/03/2014 12:00:00 AM,78758.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,03/29/2014 12:00:00 AM,9500 S IH 35 SVRD SB                                                                                ,,78748.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,02/12/2014 12:00:00 AM,9414 N LAMAR BLVD                                                                                   ,02/18/2014 12:00:00 AM,78758.0
THEFT OF LICENSE PLATE        ,Theft: All Other Larceny,02/28/2014 12:00:00 AM,6611 LANCRET HILL DR                                                                                ,03/03/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,08/11/2014 12:00:00 AM,1019 E BRAKER LN                                                                                    ,08/13/2014 12:00:00 AM,78753.0
THEFT                         ,Theft: All Other Larceny,02/02/2014 12:00:00 AM,4902 RUSSET HILL DR                                                                                 ,02/12/2014 12:00:00 AM,78723.0
AUTO THEFT                    ,Auto Theft,10/11/2014 12:00:00 AM,3825 LAKE AUSTIN BLVD                                                                               ,10/14/2014 12:00:00 AM,78703.0
THEFT FROM PERSON             ,Theft: Pocket Picking,03/24/2014 12:00:00 AM,1905 E 12TH ST                                                                                      ,03/27/2014 12:00:00 AM,78702.0
AUTO THEFT                    ,Auto Theft,04/30/2014 12:00:00 AM,4320 S IH 35 SVRD SB                                                                                ,05/02/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,05/27/2014 12:00:00 AM,13609 N IH 35 SVRD NB                                                                               ,05/28/2014 12:00:00 AM,78753.0
BURGLARY OF VEHICLE           ,Theft: BOV,10/25/2014 12:00:00 AM,6703 BREEZY PASS                                                                                    ,10/28/2014 12:00:00 AM,78749.0
AGG ASSAULT FAM/DATE VIOLENCE ,Aggravated Assault,08/06/2014 12:00:00 AM,6003 COUGAR DR                                                                                      ,08/11/2014 12:00:00 AM,78745.0
THEFT                         ,Theft: All Other Larceny,07/07/2014 12:00:00 AM,12900 N IH 35 SVRD SB                                                                               ,,78753.0
AUTO THEFT                    ,Auto Theft,05/20/2014 12:00:00 AM,2306 WICKERSHAM LN                                                                                  ,05/21/2014 12:00:00 AM,78741.0
THEFT BY SHOPLIFTING          ,Theft: Shoplifting,08/26/2014 12:00:00 AM,8601 RESEARCH BLVD SVRD NB                                                                          ,,78758.0
THEFT FROM AUTO               ,Theft: BOV,09/22/2014 12:00:00 AM,8926 N LAMAR BLVD                                                                                   ,09/29/2014 12:00:00 AM,78758.0
THEFT OF BICYCLE              ,Theft: All Other Larceny,11/03/2014 12:00:00 AM,100 COLORADO ST                                                                                     ,11/05/2014 12:00:00 AM,78701.0
THEFT                         ,Theft: All Other Larceny,03/10/2014 12:00:00 AM,1221 W BEN WHITE BLVD SVRD EB                                                                       ,03/25/2014 12:00:00 AM,78745.0
BURGLARY OF VEHICLE           ,Theft: BOV,11/25/2014 12:00:00 AM,11066 PECAN PARK BLVD                                                                               ,11/25/2014 12:00:00 AM,78613.0
THEFT                         ,Theft: All Other Larceny,10/20/2014 12:00:00 AM,107 W STASSNEY LN                                                                                   ,10/22/2014 12:00:00 AM,78745.0
